# V_set	V_set_0	I	V_0	V_1	t
# "V_appl"	"V_appl"	"I_meas"	"V_appl"	"V_appl"	"Elapsed time"
# 201	201
0.16	-0.13	0.00016	0.16	0	127.709553544
0.16	-0.12	0.00016	0.16	0	127.711296288
0.16	-0.11	0.00016	0.16	0	127.712984742
0.16	-0.1	0.00016	0.16	0	127.714663938
0.16	-0.09	0.00016	0.16	0	127.716385578
0.16	-0.08	0.00016	0.16	0	127.718093241
0.16	-0.07	0.00016	0.16	0	127.71981861
0.16	-0.0599999999999999	0.00016	0.16	0	127.721367482
0.16	-0.0499999999999999	0.00016	0.16	0	127.723059592
0.16	-0.04	0.00016	0.16	0	127.725058481
0.16	-0.03	0.00016	0.16	0	127.7267678
0.16	-0.02	0.00016	0.16	0	127.728455111
0.16	-0.01	0.00016	0.16	0	127.730146261
0.16	0	0.00016	0.16	0	127.731787892
0.16	0.01	0.00016	0.16	0	127.733479654
0.16	0.02	0.00016	0.16	0	127.735188852
0.16	0.03	0.00016	0.16	0	127.736932344
0.16	0.04	0.00016	0.16	0	127.738615158
0.16	0.05	0.00016	0.16	0	127.740329131
0.16	0.0600000000000001	0.00016	0.16	0	127.741897496
0.16	0.0700000000000001	0.00016	0.16	0	127.74381497
0.16	0.0800000000000001	0.00016	0.16	0	127.745673709
0.16	0.0900000000000001	0.00016	0.16	0	127.74756618
0.16	0.1	0.00016	0.16	0	127.749429614
0.16	0.11	0.00016	0.16	0	127.751276839
0.16	0.12	0.00016	0.16	0	127.753105011
0.16	0.13	0.00016	0.16	0	127.754964139
0.16	0.14	0.00016	0.16	0	127.756820496
0.16	0.15	0.00016	0.16	0	127.758715285
0.16	0.16	0.00016	0.16	0	127.760610847
0.16	0.17	0.00016	0.16	0	127.762482047
0.16	0.18	0.00016	0.16	0	127.764345489
0.16	0.19	0.00016	0.16	0	127.766202564
0.16	0.2	0.00016	0.16	0	127.768110694
0.16	0.21	0.00016	0.16	0	127.76999417
0.16	0.22	0.00016	0.16	0	127.771624408
0.16	0.23	0.00016	0.16	0	127.773525067
0.16	0.24	0.00016	0.16	0	127.775378347
0.16	0.25	0.00016	0.16	0	127.777047514
0.16	0.26	0.00016	0.16	0	127.778935448
0.16	0.27	0.00016	0.16	0	127.780793136
0.16	0.28	0.00016	0.16	0	127.782653606
0.16	0.29	0.00016	0.16	0	127.784515452
0.16	0.3	0.00016	0.16	0	127.786310032
0.16	0.31	0.00016	0.16	0	127.788056726
0.16	0.32	0.00016	0.16	0	127.789929702
0.16	0.33	0.00016	0.16	0	127.791787032
0.16	0.34	0.00016	0.16	0	127.793702264
0.16	0.35	0.00016	0.16	0	127.795567472
0.16	0.36	0.00016	0.16	0	127.79743392
0.16	0.37	0.00016	0.16	0	127.799296421
0.16	0.38	0.00016	0.16	0	127.801157369
0.16	0.39	0.00016	0.16	0	127.803026439
0.16	0.4	0.00016	0.16	0	127.805091812
0.16	0.41	0.00016	0.16	0	127.806961796
0.16	0.42	0.00016	0.16	0	127.808832805
0.16	0.43	0.00016	0.16	0	127.810731837
0.16	0.44	0.00016	0.16	0	127.81255179
0.16	0.45	0.00016	0.16	0	127.814235616
0.16	0.46	0.00016	0.16	0	127.815798042
0.16	0.47	0.00016	0.16	0	127.817330623
0.16	0.48	0.00016	0.16	0	127.818795967
0.16	0.49	0.00016	0.16	0	127.820162899
0.16	0.5	0.00016	0.16	0	127.821878962
0.16	0.51	0.00016	0.16	0	127.823526006
0.16	0.52	0.00016	0.16	0	127.825192402
0.16	0.53	0.00016	0.16	0	127.826979399
0.16	0.54	0.00016	0.16	0	127.828665666
0.16	0.55	0.00016	0.16	0	127.83034316
0.16	0.56	0.00016	0.16	0	127.831851435
0.16	0.57	0.00016	0.16	0	127.833496579
0.16	0.58	0.00016	0.16	0	127.835185115
0.16	0.59	0.00016	0.16	0	127.836899171
0.16	0.6	0.00016	0.16	0	127.83865393
0.16	0.61	0.00016	0.16	0	127.840439558
0.16	0.62	0.00016	0.16	0	127.842299817
0.16	0.63	0.00016	0.16	0	127.844162246
0.16	0.64	0.00016	0.16	0	127.845881171
0.16	0.65	0.00016	0.16	0	127.847800776
0.16	0.66	0.00016	0.16	0	127.849423147
0.16	0.67	0.00016	0.16	0	127.851034022
0.16	0.68	0.00016	0.16	0	127.852878954
0.16	0.69	0.00016	0.16	0	127.854722401
0.16	0.7	0.00016	0.16	0	127.85658276
0.16	0.71	0.00016	0.16	0	127.858398604
0.16	0.72	0.00016	0.16	0	127.860458017
